target,n,T,alpha,kernel,gap,ess_per_step,ess_per_step_se,ess_per_sec,accept_rate,split_rhat,gated_out,D3_width
sk,6,0.1,0.5,walk_g1,1.2631086386827306e-06,0.018261776120277698,0.0012798670358767413,2538.975106610321,0.7997160000000001,1.026421420927724,False,6.3153383003865065
sk,6,0.1,0.5,walk_g3,2.0720507531990506e-08,0.008423510535340378,0.0005213365992126764,1209.4446818798303,0.922944,1.0279519630960852,False,6.3153383003865065
sk,6,0.1,0.5,walk_g10,2.6479518577815497e-10,0.0030699144754454425,0.00043742796867646,366.3915655691487,0.97522,1.0269512494376836,False,6.3153383003865065
sk,6,0.3,0.05,single_flip,nan,0.0012743056124152835,0.00021442887288447272,208.1268135967734,0.155232,1.0201320616237164,False,4.290212800527455
sk,6,0.3,0.05,uniform,nan,0.050934977244679394,0.002606345406059035,8421.736223866235,0.0785,1.0003379667655765,False,4.290212800527455
sk,6,0.3,0.05,walk_g0,1.1963719917962301e-05,0.0045578074083963424,0.001229304724701554,674.466601088316,0.9873879999999999,1.1060191690083183,True,4.290212800527455
sk,6,0.3,0.05,walk_g0.03,1.1808764078913292e-05,0.004388381540186555,0.0008924222747108139,656.599146898726,0.9866679999999999,1.0884261357523617,True,4.290212800527455
sk,6,0.3,0.05,walk_g0.1,1.0363874843655196e-05,0.0024115563146506367,0.0008278804743578671,372.2004376974129,0.9872399999999999,1.0386616081212627,False,4.290212800527455
sk,6,0.3,0.05,walk_g0.3,6.5898068126735154e-06,0.0022731396557368663,0.00010652484521536288,315.6297719873767,0.9904720000000001,1.1159025511457863,True,4.290212800527455
sk,6,0.3,0.05,walk_g1,2.5817226698698903e-06,0.0010643208871214177,0.00018269616006192784,167.53969314563525,0.9957480000000001,1.045055583562886,False,4.290212800527455
sk,6,0.3,0.05,walk_g3,9.156662117426606e-07,0.00041121420548250376,5.1586679667046416e-05,64.03709119835904,0.9985839999999999,1.1564546051463358,True,4.290212800527455
sk,6,0.3,0.05,walk_g10,2.7969163662877605e-07,0.00020494995321637742,5.4412482429939855e-05,31.911371120584924,0.999484,1.2236616324792544,True,4.290212800527455
sk,6,0.3,0.15,single_flip,nan,0.0012743056124152835,0.00021442887288447272,221.54220250226254,0.155232,1.0201320616237164,False,4.198534564043406
sk,6,0.3,0.15,uniform,nan,0.050934977244679394,0.002606345406059035,8567.758809367087,0.0785,1.0003379667655765,False,4.198534564043406
sk,6,0.3,0.15,walk_g0,0.0002144070675471621,0.0018635865164487154,0.0005929679729853141,289.82694405276686,0.8734999999999999,1.0293379769392421,False,4.198534564043406
sk,6,0.3,0.15,walk_g0.03,0.00017622277974960188,0.0018460545881487066,0.0004948946869982072,283.67561313769045,0.8731120000000001,1.0279072697806073,False,4.198534564043406
sk,6,0.3,0.15,walk_g0.1,0.00012608219951093513,0.0020652555859237815,0.0010428651689516353,296.80087013698665,0.881536,1.026872575532279,False,4.198534564043406
sk,6,0.3,0.15,walk_g0.3,6.854457194316321e-05,0.009482928482085992,0.0028510129575315545,1438.5356269107301,0.911636,1.0844847319596742,True,4.198534564043406
sk,6,0.3,0.15,walk_g1,2.500330426091768e-05,0.00828116517838797,0.0005308522689873848,1298.5338321478503,0.9600479999999999,1.1037568490032363,True,4.198534564043406
sk,6,0.3,0.15,walk_g3,8.690410062128784e-06,0.0023788968257152285,0.0005649592920917496,373.93883314766913,0.9854480000000001,1.1064695093970258,True,4.198534564043406
sk,6,0.3,0.15,walk_g10,2.636132977240635e-06,0.0009904268404678572,0.00016005398452922985,158.65760940539826,0.995628,1.0323713218713362,False,4.198534564043406
sk,6,0.3,0.3,single_flip,nan,0.0012743056124152835,0.00021442887288447272,154.81402469529766,0.155232,1.0201320616237164,False,4.660421058182436
sk,6,0.3,0.3,uniform,nan,0.050934977244679394,0.002606345406059035,7945.254720945954,0.0785,1.0003379667655765,False,4.660421058182436
sk,6,0.3,0.3,walk_g0,0.0062229459787089825,0.01611239910483875,0.00121258176143528,2220.372697501328,0.580604,1.0004725449092509,False,4.660421058182436
sk,6,0.3,0.3,walk_g0.03,0.003175369751189372,0.008647853840389883,0.0007499880770347758,1208.5595260907353,0.5966600000000001,1.0019381836555843,False,4.660421058182436
sk,6,0.3,0.3,walk_g0.1,0.0011167761533177334,0.0035922980112203145,0.0002596757601440308,506.7551753823721,0.634656,1.006544332188396,False,4.660421058182436
sk,6,0.3,0.3,walk_g0.3,0.0003087750685312196,0.0020208283034127035,0.0004049259509258353,276.90748904940887,0.7330080000000001,1.0353873688067494,False,4.660421058182436
