T,adv_violation_rel,advantage_cell,alpha,cell,class,envelope,ess_per_step_g0,ess_per_step_g0.316,ess_per_step_g31.6,gamma_star_rel,gap_g0,gap_g0.01,gap_g0.0316,gap_g0.1,gap_g0.316,gap_g1,gap_g10,gap_g100,gap_g3.16,gap_g31.6,gap_sf,gap_uf,interior_peak,l1_violated,n,peak_over_envelope
0.0676885662516777,nan,False,0.8724448800389192,20,sk,0.13756262312344947,0.4234690541817705,0.00781632221038292,0.3372887486815865,0.1,0.06263417420608652,0.06785609283912997,0.08019751449928392,0.0958011529763042,0.014827483528968899,0.0018560793820521226,2.9846153335566505e-05,5.508443173818378e-07,0.00024468923541798304,3.7537176135193917e-06,4.711228322429317e-05,0.13756262312344947,True,False,4,-0.3035815194485517
0.9348257169831476,nan,False,0.540726396139442,21,e01,0.04052997490875632,,,,0.0,0.028394916766077305,0.026586035207681213,0.023221344584209103,0.01608367980181602,0.007569540599795976,0.0026668862040737373,0.00027271349062030215,2.729793198685826e-05,0.000859506816180966,8.630544720245048e-05,0.026439315121830287,0.04052997490875632,False,False,6,-0.3440401760047125
1.2591540390654363,nan,False,0.987747297754846,22,rfim,0.09166001944122659,,,,0.1,0.03912268255499207,0.0407886015104334,0.044028172616760286,0.04930705275704028,0.04188311205418793,0.021094158004205887,0.0026097243626801436,0.0002666204554776508,0.007838580089272185,0.0008388039055371443,0.09166001944122659,0.030090829196588453,True,False,6,-0.46206587062032534
0.9615818442507543,nan,False,0.2107088718151868,23,sk,0.37343863284639744,,,,0.0,0.02337974472543136,0.02255641152368626,0.021145189851811796,0.018139814040996516,0.011999197594062316,0.0048233368819208255,0.00047145093126010895,4.663504692636877e-05,0.001519478071956737,0.0001478829841031759,0.046843356447522244,0.37343863284639744,False,False,4,-0.9395980770608591
6.315970008925357,nan,False,0.3709722986255568,24,e01,0.504173330104116,,,,0.0,0.11444844117814801,0.11248307211025277,0.10760503639605712,0.09078311863447452,0.05437276720717821,0.021935038372705717,0.0023979713378264877,0.0002417275994334167,0.00743280844974159,0.0007629519940711704,0.2863670748317766,0.504173330104116,False,False,5,-0.7768960288180573
9.04565261540111,nan,False,0.2284613819511816,25,e01,0.4723200326933539,,,,0.03162277660168379,0.008717848955345997,0.008905807793985088,0.009097776705368266,0.008677918723602795,0.005927511119932616,0.0025270127473510096,0.0002774191595630304,2.79359212417285e-05,0.0008609931701487605,8.81974469564284e-05,0.2357228420318449,0.4723200326933539,True,False,5,-0.9807381095959679
6.789129935829479,nan,False,0.09255635226840526,26,sk,0.7222679212521744,,,,0.03162277660168379,0.007027607452404827,0.007253338700078271,0.00741820893316103,0.006462919527666533,0.004271850825986578,0.0018714770181775808,0.00020758518619334865,2.090456986425515e-05,0.0006435866312013427,6.599933603212982e-05,0.241805812927937,0.7222679212521744,True,False,5,-0.989729283670386
0.5875764338396751,nan,False,0.7376671576894818,27,sk,0.20168661642316998,,,,0.03162277660168379,0.14226540470734161,0.15632329348836993,0.17184853225060925,0.14773271001794108,0.03862434099229306,0.009743854540036456,0.0009260670355264455,9.293379231456456e-05,0.0029292381768097897,0.0002935688246746837,0.021710954950394323,0.20168661642316998,True,False,4,-0.14794280702273166
0.09439560629169605,-0.000195706411874275,True,0.8615029839817069,28,sk,0.07129759706250194,,,,0.0,0.07129759706250194,0.07128364366560558,0.06947110204700802,0.014544212474382534,0.0005831317371849387,7.028558985711086e-06,3.774885959373364e-10,6.272760089132134e-14,5.117688528510911e-08,3.5069724901859445e-12,4.85500528668581e-13,0.06335300399643595,False,False,5,-0.00019570641187427462
4.669481858178906,nan,False,0.6562501589506865,29,rfim,0.40991457337046666,,,,0.0,0.3415163351980586,0.33428794908440684,0.3110626530857947,0.24378780225650876,0.1400230971502585,0.05816726412796824,0.0066221413637681525,0.0006712568641379368,0.020279612959519078,0.002115770504621084,0.21693641566068367,0.40991457337046666,False,False,5,-0.1844936218398634
